,question,tags
670,What did susie convey in his last message ?,Email
671,When was the last time I heard from ryan@broadcom.com ?,Email
672,What was the message received from benjamin on 1/05/2015,Email
673,Where can I find christopher brown's mails ?,Email
674,What was hailey's motto in his first email ?,Email
675,When did I receive the the latest mail from bobby@cisco.com ?,Email
676,When did I hear from oliver@broadcom.com initially?,Email
677,What did Neerose say in his first email ?,Email
678,What was the conversation with becky based on ?,Email
679,What's vivian's message for me yesterday ?,Email
680,Are there any mails scheduled to be sent on 6 jan 2016 ?,Email
681,When did mitchell last contact me ?,Email
682,When did christopher roberts send the first email?,Email
683,From whom did I receive the message regarding scrum ?,Email
684,When did bharat last contact me ?,Email
685,Who did I hear from 2 days ago ?,Email
686,When did I last hear from John ?,Email
687,Under which category are the mails from anthony evans stored ?,Email
688,how many emails did i receive from ankit bagarai,Email
689,What was the discussion about Html slider page design?,Email
690,When was the last time valentina and I had a conversation?,Email
691,When did the discussion about qna standup end ?,Email
692,When was the last time I heard from robert@pwc.com ?,Email
693,When was the first email I received from Randy Friedman?,Email
694,What was Jack's intention about the message he sent ?,Email
695,Who were involved in the discussion about Genius ?,Email
696,When was the first email received from eva william ?,Email
697,Display all Tax deduction of 1990.,Email
698,When was the last time sophie and I had a chat?,Email
699,When was the first email sent by oliver?,Email
700,About what was a contact talking about in an email,Email
701,How many mails are scheduled to be sent the previous day ?,Email
702,What was the discussion about with michael ?,Email
703,When did Ankit last email me ?,Email
704,What was the first email received from valentina jones?,Email
705,On what date did I first send the email regarding bonus?,Email
706,what was the subject final round,Email
707,What was the first communication from jacob?,Email
708,Show me the mail where bobby was talking about performance review,Email
709,What was the discussion with chaitanya based on ?,Email
710,What was the conversation with robert based on ?,Email
711,Who did I hear from 1 days ago ?,Email
712,Who tried to reach me on 12th jan ?,Email
713,What did I communicate with bobby day after tomorrow ?,Email
714,Show me Bnes Shakya's mail on data upload on estate,Email
715,Who replied to the last email John sent?,Email
716,Show me all the mails sent to oliver in august 1990,Email
717,When did Randy Friedman first email me?,Email
718,What did the last email from vinay read ?,Email
719,qna standup was mailed by ?,Email
720,What was Sanjay's subject in his first email ?,Email
721,When did the final discussion between mitchell and myself happen ?,Email
722,Show me the email without subject sent on 8th nov.,Email
723,When did christopher wilson and I first get in touch?,Email
724,With whom did I connect to discuss about customer success journey tomorrow?,Email
725,What did julia tell me in his mail the day after ?,Email
726,who are all the participants of the meeting sprint planning,Email
727,When did I hear from morgan@cisco.com initially?,Email
728,What was the meeting with Jack and John focused on ?,Email
729,Show me all the mails sent to jason in april 1997,Email
730,When did Jack Porter reach me initially ?,Email
731,"""When did Dhiran and I connect for the first time? """,Email
732,When did the most recent email discussion between me and Dhiran happen ?,Email
733,When did I receive the last mail from becky@qualcomm.com ?,Email
734,When was the time I heard from peter@intel.com ?,Email
735,what is the subject of the last mail sent to Ankit,Email
736,What was the meeting with george focused on ?,Email
737,When did the conversation about it declaration end ?,Email
738,When was the last message received from christopher ?,Email
739,Who all were OOO in the month of august?,Email
740,When did eric and I connect for the very first time ?,Email
741,when did jack porter and i mail for the first time,Email
742,Display all performance review of 2009.,Email
743,When did John ping me for the first time ?,Email
744,When was the last time I connected with jordan?,Email
745,When did Aditya Arun reach me initially ?,Email
746,What did the last email from anthony jones read ?,Email
747,When did the discussion about payslip end ?,Email
748,What are the labels associated with the mail sent to morgan ?,Email
749,When did I end the conversation with nicholas brown ?,Email
750,When did I first reach out to bestankit?,Email
751,When did Dhiran send the latest email?,Email
752,When did I first reach out to aaron walker ?,Email
753,Show me all the emails sent by Ankit till date,Email
754,Who are on soc yesterday ?,Email
755,What did oliver mention in his mail yesterday ?,Email
756,Important mails received from george jones in may 1995,Email
757,What time did I get the first message from eric mehra ?,Email
758,Where are the mails received from jacob stored ?,Email
759,What was the first message from susie jones?,Email
760,When was the first email sent to eva about soc?,Email
761,What was the subject of last email sent to Vinay?,Email
762,Who begun the conversation about offer letter ?,Email
763,does the spam contain any messages from john ?,Email
764,What was the first message from theodore roberts?,Email
765,When was the first email sent to aaron ?,Email
766,When did the most recent discussion between me and Dhiran happen ?,Email
767,What's kevin's message for me the previous day ?,Email
768,What time did I get the most recent message from nathan ?,Email
769,When is Niroj's b-day ?,Email
770,Who contacted me on 04th september regarding it declaration ?,Email
771,When did I receive the the initial mail from nathan@broadcom.com ?,Email
772,What is the summary of the conversation with james ?,Email
773,When did eva walker send the latest email?,Email
774,When did Mahi last contact me?,Email
775,Show me all the mails sent to kevin in feb 1995,Email
